File Name	nsd_id	cocoId	id	caption
shared0527_nsd40154.png	40153	390120	307845	A snowboarder in red and orange snow gear picks himself up off the snowy ground.
shared0527_nsd40154.png	40153	390120	309501	A person on some skis in the snow.
shared0527_nsd40154.png	40153	390120	310176	A person in an orange ski suit skiing down a slope.
shared0527_nsd40154.png	40153	390120	313680	A person in red jacket skiing on a bumpy slope.
shared0527_nsd40154.png	40153	390120	315318	A man riding skis down the snow covered hillside.
shared0375_nsd28320.png	28319	81961	282296	A group of people on skis on a snow covered slope.
shared0375_nsd28320.png	28319	81961	284159	a man wearing a hat and carrying a bookbag skiing toward the mountains with others
shared0375_nsd28320.png	28319	81961	285029	A group of people in ski gear on a mountain slope.
shared0375_nsd28320.png	28319	81961	285152	a snow skier going  up hill with a backpack
shared0375_nsd28320.png	28319	81961	285521	A group of skiers in a line skiing cross country.
shared0078_nsd07481.png	7480	13969	109122	A woman gives a thumbs-up signal while taking a slice of pizza. 
shared0078_nsd07481.png	7480	13969	110091	A pizza slice is being removed from a pie.
shared0078_nsd07481.png	7480	13969	113448	A girl gives a pizza the thumbs up. 
shared0078_nsd07481.png	7480	13969	120648	A large cheese and tomato pizza on a metal serving tray.
shared0078_nsd07481.png	7480	13969	121062	A girl poses with a pizza pie while she takes a piece
shared0804_nsd58097.png	58096	460236	784015	Three horned cows inside of a grazing land.
shared0804_nsd58097.png	58096	460236	785173	Cows standing and grazing in a green grassy field.
shared0804_nsd58097.png	58096	460236	785821	some kind of animals that are standing out in a field
shared0804_nsd58097.png	58096	460236	786370	The animals are extremely hairy and are walking in grass.
shared0804_nsd58097.png	58096	460236	788365	some brown and white animals grass and trees
shared0043_nsd05205.png	5204	6765	635371	A train is going down the tracks on a mountainside.
shared0043_nsd05205.png	5204	6765	639163	A small train is on some tracks near a mountain.
shared0043_nsd05205.png	5204	6765	640645	Two old train cars sitting on a track near a mountain.
shared0043_nsd05205.png	5204	6765	645700	A train traveling down a track n the middle of a hilly field.
shared0043_nsd05205.png	5204	6765	645769	A large long train on a steel track.
shared0017_nsd03730.png	3729	2372	796261	a man with a brown suit, sitting at a table with microphone, listening.
shared0017_nsd03730.png	3729	2372	797695	A man in a business suit sitting in front of a microphone
shared0017_nsd03730.png	3729	2372	798193	a person sitting wearing a suit and tie 
shared0017_nsd03730.png	3729	2372	799201	A man sits silently in front of a microphone.
shared0017_nsd03730.png	3729	2372	800077	A man in business attire about to respond to question
shared0828_nsd60187.png	60186	468394	566699	a very large bench on the street and a chair
shared0828_nsd60187.png	60186	468394	566984	A couple of wooden benches sitting next to each other.
shared0828_nsd60187.png	60186	468394	569558	The bench and chair are empty right now.
shared0828_nsd60187.png	60186	468394	575960	a wood bench and chair are set outside 
shared0828_nsd60187.png	60186	468394	579599	Several ferns in line next to a chair.
shared0884_nsd64622.png	64621	485605	432730	A small bathroom features a painting of birch trees, a beveled mirror and a sink cabinet with multi-pane glass windows. 
shared0884_nsd64622.png	64621	485605	434752	A bathroom with a sink and toilet and mirror.
shared0884_nsd64622.png	64621	485605	434866	A small bathroom with a single vanity with overhead lights and a painting.
shared0884_nsd64622.png	64621	485605	435328	A bathroom has a toilet, a sink, and a mirror.
shared0884_nsd64622.png	64621	485605	436345	a small bathroom with a toilet and a sink
shared0801_nsd57823.png	57822	459190	494926	A large tray holding an assortment of decorated doughnuts
shared0801_nsd57823.png	57822	459190	497335	THERE IS A DISPLAY OF DIFFERNT DOUGHNUTS ON THE TABLE 
shared0801_nsd57823.png	57822	459190	503104	a number of different doughnuts on a table
shared0801_nsd57823.png	57822	459190	503665	Two dozen of assorted donuts are on a piece of waxing paper.
shared0801_nsd57823.png	57822	459190	504094	A large group of doughnuts sitting on the table.
shared0880_nsd64296.png	64295	484300	288236	Several people riding surfboards in the ocean waves.
shared0880_nsd64296.png	64295	484300	288464	Surfer's look on as one paddles in on the next wave.
shared0880_nsd64296.png	64295	484300	289241	Surfers are swimming in the swells of the ocean.
shared0880_nsd64296.png	64295	484300	289877	people sitting on their surfboards in the water 
shared0880_nsd64296.png	64295	484300	291701	A group of people riding surfboards on top of a wave.
shared0797_nsd57554.png	57553	458178	484527	The view of a neatly made hospital room from inside.
shared0797_nsd57554.png	57553	458178	484806	A hostpital room with a bed and a wooden floor
shared0797_nsd57554.png	57553	458178	485319	A hospital room, with hospital bed, desk and laptop.
shared0797_nsd57554.png	57553	458178	485643	A hospital room that has several machines in it.
shared0797_nsd57554.png	57553	458178	486147	A hospital room with a bed, monitor and lamp.
shared0337_nsd25747.png	25746	72095	811129	a male tennis player in a white shirt 
shared0337_nsd25747.png	25746	72095	811159	A man holding a tennis racket in one hand and a ball in the other.
shared0337_nsd25747.png	25746	72095	817184	A tennis player getting ready to strike the ball over the net. 
shared0337_nsd25747.png	25746	72095	817958	a man getting ready to serve tennis ball
shared0337_nsd25747.png	25746	72095	818039	there is a man on the court playing tennis
shared0890_nsd64980.png	64979	224759	548162	A basket filled with lots of different produce.
shared0890_nsd64980.png	64979	224759	556319	A basket full of different kinds of vegetables. 
shared0890_nsd64980.png	64979	224759	560585	A basket of fresh vegetables overflows with carrots and broccoli.
shared0890_nsd64980.png	64979	224759	561476	A very pretty woven basket filled with fresh assorted veggies.
shared0890_nsd64980.png	64979	224759	568391	A basket with carrots, broccoli, and garlic in it.
shared0753_nsd54825.png	54824	6178	550626	A white toilet sitting next ot a bathroom sink under a mirror.
shared0753_nsd54825.png	54824	6178	558957	A bathroom with a vanity, mirror, toilet and bathtub.
shared0753_nsd54825.png	54824	6178	560154	A typical residential bathroom with sink, toilet and shower over the tub
shared0753_nsd54825.png	54824	6178	561135	a bath room with a toilet and a mirror 
shared0753_nsd54825.png	54824	6178	567588	an empty bathroom with a large mirror behind the sink
shared0070_nsd07008.png	7007	536786	31732	A zebra standing in tall brown grass in front of trees.
shared0070_nsd07008.png	7007	536786	31786	A zebra stands in a field of dried shrubs.
shared0070_nsd07008.png	7007	536786	32842	A single zebra standing in a tan veldt.
shared0070_nsd07008.png	7007	536786	38656	A zebra standing in  a dry field of grass.
shared0070_nsd07008.png	7007	536786	39166	A lone zebra stands in the dry savannah.
shared0524_nsd39554.png	39553	125725	533382	A group of animals walking down a dirt road.
shared0524_nsd39554.png	39553	125725	536040	Couple of zookeepers walking around amongst the elephants
shared0524_nsd39554.png	39553	125725	538380	Elephants and zoo keepers in a zoo exhibit.
shared0524_nsd39554.png	39553	125725	538503	a group of elephants are walking around a zoo
shared0524_nsd39554.png	39553	125725	540060	Keepers looking after a family of elephants at the zoo
shared0915_nsd66343.png	66342	229947	475765	A display case full of various kinds of donuts
shared0915_nsd66343.png	66342	229947	478531	A display case in a doughnut shop filled with lots of donuts.
shared0915_nsd66343.png	66342	229947	479254	A glass display case full of doughnuts with two workers behind it.
shared0915_nsd66343.png	66342	229947	481165	There are plenty of doughnuts to chose from in the shop.
shared0915_nsd66343.png	66342	229947	827941	Donuts displayed in a shop window labeled in Japanese and English.
shared0868_nsd63082.png	63081	444880	83039	A large church tower with a clocked embedded in it.
shared0868_nsd63082.png	63081	444880	83771	an image of the top of a church
shared0868_nsd63082.png	63081	444880	87896	a tall tower with a clock on top
shared0868_nsd63082.png	63081	444880	90098	A large stone church with a clock on it
shared0868_nsd63082.png	63081	444880	92831	The view of a tall clock tower against the sky.
shared0570_nsd42852.png	42851	400581	670556	An umbrella covered table sitting outside of a restaurant.
shared0570_nsd42852.png	42851	400581	672560	An umbrella provides shade for a small table
shared0570_nsd42852.png	42851	400581	675656	An umbrella table with chairs near a gate. 
shared0570_nsd42852.png	42851	400581	678962	An open seat for people to enjoy a meal outside. 
shared0570_nsd42852.png	42851	400581	679517	there are tow chairs and a table along with a umbrella 
shared0313_nsd24741.png	24740	11373	49806	A woolly sheep seen through a chicken-wire fence in an overgrown pasture.
shared0313_nsd24741.png	24740	11373	52890	A lamb standing behind a wire fence on a grassy field.
shared0313_nsd24741.png	24740	11373	53058	Sheep with bunched wool looking out past the wire fence.
shared0313_nsd24741.png	24740	11373	56988	A sheep is staring through a wire fence in a fielded area.
shared0313_nsd24741.png	24740	11373	62016	A sheep looking through the slats of a wired fence.
shared0877_nsd63945.png	63944	342639	738974	A woman pets a dog on a white bench.
shared0877_nsd63945.png	63944	342639	739169	A woman is sitting on a bench with a dog.
shared0877_nsd63945.png	63944	342639	739967	The dog and her owner are sitting on the bench.
shared0877_nsd63945.png	63944	342639	828106	A woman and a dog sit on a park bench.
shared0877_nsd63945.png	63944	342639	828784	This is a woman sitting on a bench with a dog.
shared0283_nsd22795.png	22794	359687	366468	A marina filled with boats that have been tied to the ledge.
shared0283_nsd22795.png	22794	359687	370167	Boats in the water are lining a wooden dock. 
shared0283_nsd22795.png	22794	359687	371940	some boats in a row are docked and some water and buildings
shared0283_nsd22795.png	22794	359687	376026	A row of boats in a harbor with building in background.
shared0283_nsd22795.png	22794	359687	376668	Several boats are docked along a dock in a harbor. 
shared0642_nsd46807.png	46806	154011	494647	Two polar bears inside a zoo enclosure. 
shared0642_nsd46807.png	46806	154011	495247	A pair of polar bears looking on from a zoo exhibit.
shared0642_nsd46807.png	46806	154011	500398	Two polar bears standing on rocks near the water.
shared0642_nsd46807.png	46806	154011	501805	Two polar bears standing next to one another.
shared0642_nsd46807.png	46806	154011	506995	Two polar bears standing on rock formations at the edge of water. 
shared0935_nsd67803.png	67802	82945	790363	Man in skies going down a snowy slope.
shared0935_nsd67803.png	67802	82945	791461	a person standing on a hiil by themselves 
shared0935_nsd67803.png	67802	82945	791812	a man is on a pair of skis in the snow
shared0935_nsd67803.png	67802	82945	792526	a man on skis rides through the snow 
shared0935_nsd67803.png	67802	82945	793237	a man that is skiing down a hill on skiies
shared0824_nsd59818.png	59817	204806	798504	Looking down at a brown bear by a tree on green grass
shared0824_nsd59818.png	59817	204806	800121	bear standing in a field next to a tree
shared0824_nsd59818.png	59817	204806	800721	a brown bear is standing at the base of the tree
shared0824_nsd59818.png	59817	204806	801942	A large brown bear walking across a green field.
shared0824_nsd59818.png	59817	204806	802770	A bear rubs itself against a tree in a field.
shared0532_nsd40722.png	40721	130181	114486	The cows are standing in a foggy field.
shared0532_nsd40722.png	40721	130181	115848	animals in a field of tall grain near a tree 
shared0532_nsd40722.png	40721	130181	125583	Two cows in a field engulfed in mist.
shared0532_nsd40722.png	40721	130181	127533	Two cows stand in the tall grass on a misty day.
shared0532_nsd40722.png	40721	130181	132402	Cows grazing in a misty field of dry-looking grass
shared0186_nsd15365.png	15364	37358	481893	A sculpture of a man on a horse.
shared0186_nsd15365.png	15364	37358	483399	The statue is in the middle of the city. 
shared0186_nsd15365.png	15364	37358	484410	The silhouette of a horse is elevated near a row of tall buildings.
shared0186_nsd15365.png	15364	37358	485214	A statue thats next to an busy intersection with some buildings in the background. 
shared0186_nsd15365.png	15364	37358	485601	Looking up at traffic signals and a statue of an Indian on horseback.
shared0306_nsd24518.png	24517	281575	148001	A girl petting an elephant's trunk in an enclosure.
shared0306_nsd24518.png	24517	281575	150104	A woman reaching out to pet an elephants trunk that is standing on front of her.
shared0306_nsd24518.png	24517	281575	154334	A lady petting the trunk of an elephant
shared0306_nsd24518.png	24517	281575	155702	A woman pets the trunk of an elephant. 
shared0306_nsd24518.png	24517	281575	155723	a woman is petting an elephant and a fence
shared0984_nsd71233.png	71232	511127	148303	A group `of skiers standing at the bottom of the slope
shared0984_nsd71233.png	71232	511127	157948	The sun shines brightly as many people gather to ski.
shared0984_nsd71233.png	71232	511127	174781	a group of people standing around on the snow 
